show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description
s6234;Movie;The Command;Thomas Vinterberg;Matthias Schoenaerts, Léa Seydoux, Colin Firth, Peter Simonischek, August Diehl, Max von Sydow, Bjarne Henriksen, Magnus Millang, Artemiy Spiridonov;France, Belgium, Luxembourg, Romania, Canada, United States;October 19, 2019;2018;PG-13;118 min;Dramas, International Movies, Thrillers;For the crew trapped aboard a sunken Russian submarine the deadliest threat is the bureaucracy on land. Based on a true story.
s188;Movie;A Home with A View;Herman Yau;Francis Chun-Yu Ng, Louis Koo, Anita Yuen, Tat-Ming Cheung, Jocelyn Choi, Ng Siu-hin, Lam Suet, Anthony Wong Chau-Sang, Lo Hoi-pang;Hong Kong;April 30, 2019;2019;TV-MA;92 min;Comedies, International Movies;When a neighbor blocks their view of the city with a commercial billboard, a Hong Kong family resorts to drastic, imaginative measures to take it down.
s3659;Movie;Little Dragon Maiden;Hua Shan;Leslie Cheung, Jing-Jing Yung, Chen Kuan-tai, Leanne Liu, Tanny Tien Ni;Hong Kong;August 1, 2018;1983;TV-14;92 min;Action & Adventure, International Movies, Romantic Movies;Seeking to improve his combat skills, a young man falls in love with a woman with mystical powers, but his past stands in the way of their union.
s4350;TV Show;My Runway;NA;Ji-yeon Park, Dong-ho Kang, Chul-woong Kang, Bo-hyun Ahn, Hak Jin, Se-jin Park, Kisum;South Korea;December 30, 2016;2016;TV-14;1 Season;International TV Shows, Korean TV Shows, Romantic TV Shows;An egotistic top male model and a pretty model wannabe are forced to live each other's lives until they figure out a way to undo their body switch.
s3596;Movie;LEGO: Marvel Super Heroes: Maximum Overload;Greg Richardson;Troy Baker, Drake Bell, Fred Tatasciore, Dee Bradley Baker, Steve Blum, Adrian Pasdar, Greg Cipes, Chi McBride, Barry Dennen, Robin Atkin Downes;United States;January 6, 2017;2013;TV-Y7;22 min;Children & Family Movies;Villainous Loki is amassing an army to conquer Earth! His antics are keeping Spider-Man and S.H.I.E.L.D. busy as they tackle a host of bad guys.
s2148;Movie;Feo pero sabroso;Fernando Ayllón;Iván Marín, Lina Cardona, Carlos Barbosa, Ana Cristina Botero, Karine Amaya, Fabiola Posada, Nelson Polanía, Andrea Carvajal, Rocío Tavera, Alberto Saavedra, Christian López, Jorge Herrera, Ricardo Quevedo;Colombia;August 30, 2019;2018;TV-MA;91 min;Comedies, International Movies;When an unattractive man gets engaged to a beautiful woman, their families oppose the union and the priest set to perform the ceremony is kidnapped.
s598;TV Show;Ask the Doctor;NA;Shalin Naik, Renee Lim, Sandro Demaio;Australia;October 19, 2018;2017;TV-PG;1 Season;Docuseries, International TV Shows, Science & Nature TV;From allergies to diet to sleep, three friendly doctors share expert advice, bust medical myths and test the latest treatments.
s7657;Movie;Wonho Chung: Live in New York;Shaun Mir;Wonho Chung;NA;September 11, 2020;2014;TV-14;69 min;Stand-Up Comedy;At the Comic Strip's first Arabic stand-up show, Wonho Chung ratchets up the laughs by tackling unique names, life in Jordan, accents and more.
s6466;Movie;The House of Flowers Presents: The Funeral;Manolo Caro;Cecilia Suárez, Aislinn Derbez, Dario Yazbek, Juan Pablo Medina, Arturo Ríos, Paco León, Norma Angélica, David Ostrosky, Verónica Langer, Lucas Velázquez;NA;November 1, 2019;2019;TV-MA;36 min;Movies;The de la Mora siblings publicly mourn the death of their mother amid multiple surprises and mishaps at Virginia's funeral.
s3503;TV Show;La Révolution;NA;Amir El Kacem, Marilou Aussilloux, Lionel Erdogan, Isabel Aimé Gonzalez Sola, Julien Frison, Doudou Masta, Dimitri Storoge, Amélia Lacquemant, Coline Beal, Laurent Lucas, Gaia Weiss, Chiara Tantimonaco, Nina Tantimonaco, Pierre Andrau, Philippine Martinot, Jérémie Covillault;France;October 16, 2020;2020;TV-MA;1 Season;International TV Shows, TV Action & Adventure, TV Dramas;In a reimagined history, a mysterious disease besets 18th century France, culminating in a brutal clash between rebels and the aristocracy.
s4653;TV Show;One on One;NA;Flex Alexander, Kyla Pratt, Kelly Perine, Sicily Johnson, Robert Ri'chard;United States;October 15, 2020;2006;TV-14;5 Seasons;TV Comedies, Teen TV Shows;When his ex-wife lands a job abroad, athlete-turned-sportscaster Flex Washington assumes full-time custody of their teenage daughter, Breanna.
s2842;Movie;How to Be a Player;Lionel C. Martin;Bill Bellamy, Natalie Desselle, Lark Voorhies, Mari Morrow, Pierre Edwards, Jermaine 'Huggy' Hopkins, Anthony Johnson, Max Julien, Beverly Johnson, Gilbert Gottfried, Bernie Mac;United States;November 1, 2019;1997;R;94 min;Comedies;Dray lives life one woman at a time and is the envy of all his friends, until his sister decides to show him the error of his philandering ways.
s4423;Movie;National Lampoon's Loaded Weapon 1;Gene Quintano;Emilio Estevez, Samuel L. Jackson, Jon Lovitz, Tim Curry, Kathy Ireland, Frank McRae, William Shatner, Dhiru Shah, Gokul, Thomas Bruggemann;NA;November 1, 2019;1993;PG-13;82 min;Action & Adventure, Comedies, Independent Movies;In this parody of the Lethal Weapon franchise, criminals murder a detective and steal her prized evidence: microfilm with a recipe for cocaine cookies. Luckily, loose-cannon cop Jack Colt and his by-the-book partner, Wes Luger, are on the case.
s5180;TV Show;Revenge;NA;Lalita Panyopas, Saksit Tangtong, Tao Somchai Khemklad, Tack Parunyu Rojanawuttitum, Pongsatorn Jongwilas, Chaleumpol Tikumpornteerawong, Akarin Akaranitimaytharatt, Kanthi Pitithan, Plerng Pollapakk Vacharaponghiran, Kritteera Inpornwijit;NA;May 2, 2019;2017;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;After a mother and her daughter are gang-raped by seven men, the daughter suffers a mental breakdown, and the single mom sets out to get revenge.
s5597;Movie;Sicilian Ghost Story;Fabio Grassadonia, Antonio Piazza;Julia Jedlikowska, Gaetano Fernandez, Corinne Musallari, Lorenzo Curcio, Andrea Falzone, Federico Finocchiaro, Vincenzo Amato, Sabine Timoteo;Italy, France, Switzerland;July 6, 2019;2017;TV-MA;119 min;Dramas, International Movies, Thrillers;When officials are slow to investigate a mysterious disappearance, a teen girl searches the dark woods on the outskirts of town for the boy she loves.
s3568;Movie;Left Behind;Vic Armstrong;Nicolas Cage, Chad Michael Murray, Cassi Thomson, Nicky Whelan, Jordin Sparks, Lea Thompson, Gary Grubbs, Quinton Aaron;United States, Canada;December 26, 2018;2014;PG-13;110 min;Action & Adventure, Faith & Spirituality, Sci-Fi & Fantasy;After millions of people on Earth suddenly disappear, a pilot flying a plane stuck at 30,000 feet must find a way to ensure the passengers' survival.
s3229;TV Show;Juana Inés;NA;Arcelia Ramírez, Arantza Ruiz, Hernán Del Riego, Margarita Sanz, Lisa Owen, Yolanda Corrales, Carlos Valencia, Mauricio Isaac, Pedro de Tavira Egurrola, Emilio Savinni, Néstor Galván, Paulina Matos, Alberto Collado, Rocío García, Luis Maya, Clementina Guadarrama;Mexico;January 27, 2017;2016;TV-14;1 Season;International TV Shows, Spanish-Language TV Shows, TV Dramas;Juana Inés de la Cruz, a powerful feminist nun involved in a forbidden love affair with a woman, faces oppression in 17th-century Mexico.
s1156;Movie;By the Sea;Angelina Jolie;Angelina Jolie, Brad Pitt, Mélanie Laurent, Melvil Poupaud, Niels Arestrup, Richard Bohringer;France, Malta, United States;February 16, 2020;2015;R;122 min;Dramas, Romantic Movies;Troubled by the state of their marriage, Vanessa and Roland visit a French seaside town, where they have a fateful encounter with a pair of newlyweds.
s4981;TV Show;Private Practice;NA;Kate Walsh, Tim Daly, Audra McDonald, Paul Adelstein, Taye Diggs, Amy Brenneman, KaDee Strickland, Chris Lowell, Brian Benben;United States;December 22, 2019;2012;TV-14;6 Seasons;TV Comedies, TV Dramas;At Oceanside Wellness Center, Dr. Addison Montgomery deals with competing personalities in the new world of holistic medicine.
s5917;Movie;Sur: The Melody of Life;Tanuja Chandra;Lucky Ali, Simone Singh, Achint Kaur, Ehsan Khan, Harsh Vasisht, Yashodhan Bal, Gauri Karnik, Divya Dutta;India;February 15, 2019;2002;TV-14;137 min;Dramas, International Movies;A renowned music teacher mentors a promising young singer, but when her fame begins to overshadow his own, he lets jealousy and competition take over.
s4590;TV Show;Oh No! It's an Alien Invasion;NA;Al Mukadam, Dan Chameroy, Seán Cullen, Stacey DePass, Barbara Mamabolo, Robert Tinkler, Ryan Cooley, Brianna Daguanno;Canada; May 31, 2015;2014;TV-Y7-FV;2 Seasons;Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy;Nate and his Super Wicked Extreme Emergency Team –  S.W.E.E.T. – take on alien invaders who have captured all the world's grownups.
s3156;Movie;Jerry Seinfeld: Comedian;Christian Charles;Jerry Seinfeld, Orny Adams, Colin Quinn, Bill Cosby, Robert Klein, Chris Rock, Garry Shandling, Jay Leno, Kevin Nealon, Ray Romano;United States;November 7, 2017;2002;R;81 min;Documentaries;Christian Charles's documentary follows established comedian Jerry Seinfeld and up-and-comer Orny Adams as they navigate the stand-up circuit.
s6438;Movie;The Hatred;Michael G. Kehoe;Sarah Davenport, Andrew Divoff, Gabrielle Bourne, Bayley Corman, Alisha Wainwright, Nina Siemaszko, Shae Smolik, David Naughton, Amanda Wyss, Darby Walker;United States;December 11, 2017;2017;R;94 min;Horror Movies;Four young women head to a country house for an idyllic weekend retreat. But what lies in store for them is far from the dreamy getaway they imagined.
s3784;TV Show;Love, Chunibyo & Other Delusions!;NA;Jun Fukuyama, Maaya Uchida, Chinatsu Akasaki, Azumi Asakura, Sumire Uesaka, Yuri Amano, Kaori Fukuhara, Mami Shitara, Soichiro Hoshi, Kikuko Inoue, Eri Sendai, Juri Nagatsuma;Japan;November 1, 2019;2014;TV-PG;2 Seasons;Anime Series, Romantic TV Shows, Teen TV Shows;High schooler Yuta wants to leave his past as a delusional weirdo behind. But his classmate Rikka has her own delusions, and she's interested in his.
s5396;Movie;Sarkar;A.R. Murugadoss;Vijay, Varalakshmi Sarathkumar, Keerthi Suresh, Radha Ravi, Pala Karuppaiah, Yogi Babu;NA;March 2, 2019;2018;TV-MA;162 min;Action & Adventure, Dramas, International Movies;A ruthless businessman’s mission to expose electoral fraud brings him into a heated and dangerous political conflict with two corrupt ministers.
s6656;TV Show;The Mechanism;NA;Selton Mello, Caroline Abras, Enrique Diaz, Antonio Saboia, Lee Taylor, Otto Jr., Leonardo Medeiros, Osvaldo Mil, Jonathan Haagensen, Giulio Lopes, Susana Ribeiro;Brazil;May 10, 2019;2019;TV-MA;2 Seasons;Crime TV Shows, International TV Shows, TV Dramas;A scandal erupts in Brazil during an investigation of alleged government corruption via oil and construction companies. Loosely inspired by true events.
s3992;Movie;Mau Nieto: Viviendo sobrio… desde el bar;NA;Mau Nieto;Mexico;January 26, 2018;2018;TV-MA;57 min;Stand-Up Comedy;Performing at a bar, Mexican stand-up comedian Mau Nieto dishes on his modest upbringing, his failed relationships and his attempts to stay sober.
s4736;Movie;Paddleton;Alex Lehmann;Mark Duplass, Ray Romano;United States;February 22, 2019;2019;TV-MA;89 min;Comedies, Dramas, Independent Movies;After he's diagnosed with terminal cancer, middle-aged Michael asks his neighbor friend Andy to help him end his life before the disease does.
s4528;Movie;NOVA: Eclipse Over America;Martin Gorst;NA;United States;July 1, 2019;2017;TV-G;53 min;Documentaries;Scientists reveal how the 2017 solar eclipse provided new clues into how the sun works, from its scorching atmosphere to its deadly solar storms.
s847;Movie;Bert Kreischer: Hey Big Boy;Jeff Tomsic;Bert Kreischer;United States;March 17, 2020;2020;TV-MA;62 min;Stand-Up Comedy;Ever the stand-up party animal, comic Bert Kreischer riffs on parenting and family life, being a gun and pet owner, his dad discovering pot, and more.
s7680;Movie;WWII: Report from the Aleutians;John Huston;NA;United States;March 31, 2017;1943;TV-PG;45 min;Documentaries;Filmmaker John Huston narrates this Oscar-nominated World War II-era film about life among the U.S. soldiers protecting Alaska’s Aleutian Islands.
s7559;Movie;What Lies Beneath;Robert Zemeckis;Harrison Ford, Michelle Pfeiffer, Diana Scarwid, Joe Morton, James Remar, Miranda Otto, Wendy Crewson, Ray Baker, Micole Mercurio, Amber Valletta, Sloane Shelton;United States;January 1, 2020;2000;PG-13;130 min;Horror Movies, Thrillers;When Claire Spencer starts hearing ghostly voices and seeing spooky images, her husband tries to reassure her by telling her it's all in her head.
s7138;Movie;Tom Segura: Ball Hog;Rami Hachache;Tom Segura;United States;March 24, 2020;2020;TV-MA;70 min;Stand-Up Comedy;Tom Segura scores laughs with uncomfortably candid stories about mothers, fathers, following your dreams — and other things you'd rather not think about.
s2987;Movie;INDIA;Sanjeev Gupta;Heeba Shah, Ashwin Shukla, Muskaan, Aldan Shaikh, Ayesha;India;February 17, 2017;2014;NR;95 min;Dramas, Independent Movies, International Movies;A man buys a young girl, code-names her "Doll" and sends her to live with a mother of two who has a mysterious mission to be fulfilled.
s4229;TV Show;Mortel;NA;Carl Malapa, Nemo Schiffman, Manon Bresch, Corentin Fila, Anaïs Thomas, Firmine Richard, Raphaëlle Agogué, Marvin Dubart, Léa Léviant, Assa Sylla, Stéphane Brel;France;November 21, 2019;2019;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;After making a deal with a supernatural figure, two high schoolers emerge with extraordinary powers and join forces to solve a murder.
s7057;TV Show;Thomas and Friends;Greg Tiernan;Michael Angelis, Ben Small, Keith Wickham, Kerry Shale;United Kingdom;September 1, 2020;2020;TV-Y;2 Seasons;British TV Shows, Classic & Cult TV, Kids' TV;This animated children's series follows the adventures of Thomas, a cheerful blue tank engine who lives on the island of Sodor.
s1443;TV Show;Cocaine Coast;NA;Javier Rey, Tristán Ulloa, Antonio Durán 'Morris', Carlos Blanco, Manuel Lourenzo, Jana Pérez, Xosé Antonio Touriñán, Isabel Naveira, Eva Fernández, Juan Pablo Shuk;Spain;August 3, 2018;2018;TV-MA;1 Season;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;In 1980s Galicia, Spain, a young fisherman becomes a prosperous cocaine smuggler by providing Latin American suppliers with a European entry point.
s5294;Movie;Rudy Habibie;Hanung Bramantyo;Reza Rahadian, Chelsea Islan, Dian Nitami, Indah Permatasari, Ernest Prakasa, Boris Bokir, Rey Bong, Cornelio Sunny, Pandji Pragiwaksono, Bastian Bintang Simbolon;Indonesia;January 28, 2019;2016;TV-14;143 min;Dramas, International Movies;A biopic that explores the hardships and triumphs of the early life of B. J. Habibie, a transformative president of Indonesia.
s5025;Movie;Qismat;Jagdeep Sidhu;Ammy Virk, Sargun Mehta, Guggu Gill, Tania, Harby Sangha, Hardeep Gill, Sukhdev Barnala, Satwant Kaur, Baljinder Kaur, Jashanjeet Gosha;India;December 1, 2019;2018;TV-PG;137 min;Dramas, International Movies, Romantic Movies;A young villager moves to Chandigarh and falls for his bubbly neighbor, but their love story is affected by several heartbreaking twists of fate.
s4072;Movie;Michelle Buteau: Welcome to Buteaupia;Page Hurwitz;Michelle Buteau;United States;September 29, 2020;2020;TV-MA;59 min;Stand-Up Comedy;Scene-stealing queen Michelle Buteau dazzles with real talk on relationships, parenthood, cultural differences and the government workers who adore her.
s7083;Movie;Tiger;Sartaj Singh Pannu;Sippy Gill, Ihana Dhillon, Yograj Singh, Yashpal Sharma, Deedar GIll, Rahul Jugraj, Virender Nath Lubana, Aneeta;India;October 1, 2018;2016;TV-14;130 min;Action & Adventure, Dramas, International Movies;Imprisoned for drug smuggling as a child, a young man uses the law he studied while in jail to take revenge on those who wronged him.
s6391;TV Show;The Ghost Bride;Quek Shio-chuan;Huang Peijia, Wu Kang-jen, Ludi Lin, Janet Hsieh, Kuang Tian, Susan Leong, Jordan Voon, Angeline Tan, Jojo Goh, Teresa Daley;Taiwan, Malaysia;January 23, 2020;2020;TV-14;1 Season;International TV Shows, TV Dramas, TV Mysteries;In 1890s Malacca, Li Lan finds herself in the afterlife and becomes mired in a mystery linked to the sinister, deceased son of a wealthy family.
